"id","created_time","type","availability","quality_percent","made","defected","proiz_vobez_raboti","planned","all_stopped_time","all_working_time","stop_not_planned","stop_planned","all_time"
281,"2020-10-02","SAW2","72.21","97.1",11538,335,23,109102,"429.8",1010,388,41,1440
282,"2020-10-02","SAW3","0.63","97.18",3082,87,0,303,"1430.98",9,1430,0,1440
283,"2020-10-03","SAW1","60.39","98.69",10374,136,1,4184,"570.43",869,570,0,1440
284,"2020-10-03","SAW2","59.56","98.7",10044,131,19,4288,"582.37",857,582,0,1440
285,"2020-10-03","SAW3","22.45","99.88",2572,3,0,3117,"1116.67",323,1116,0,1440
286,"2020-10-04","SAW1","32.31","99.48",5604,29,99,2877,"974.68",465,974,0,1440
287,"2020-10-04","SAW2","25.54","90.93",11223,1018,0,1839,"1072.2",367,1072,0,1440
288,"2020-10-04","SAW3","35.6","99.75",5970,15,0,11320,"964.23",475,860,103,1440
289,"2020-10-05","SAW1","36.1","98.84",7772,90,1,7593,"920.2",519,920,0,1440
290,"2020-10-05","SAW2","17.46","88.4",2189,254,0,1725,"1188.62",251,1188,0,1440
291,"2020-10-05","SAW3","27.45","99.9",8269,8,0,12949,"1044.68",395,1044,0,1440
292,"2020-10-06","SAW1","41.84","96.98",7342,222,5,9197,"863.95",576,800,63,1440
293,"2020-10-06","SAW2","31.48","90.52",5972,566,1160,2331,"1023.28",416,906,116,1440
294,"2020-10-06","SAW3","14.08","98.02",3284,65,0,2573,"1238.75",201,1227,10,1440
295,"2020-10-07","SAW1","34.27","99.79",5700,12,20,4960,"946.52",493,946,0,1440
296,"2020-10-07","SAW2","31.95","94.44",16507,917,0,2741,"987.7",452,963,24,1440
297,"2020-10-07","SAW3","11.24","98.92",1481,16,0,1463,"1285.95",154,1216,69,1440
298,"2020-10-08","SAW1","28.54","99.78",5460,12,0,3680,"1031.12",408,1023,7,1440
299,"2020-10-08","SAW2","37.58","98.16",12687,233,5,11411,"898.85",541,898,0,1440
300,"2020-10-08","SAW3","44.89","91.64",1914,160,0,6924,"798.92",641,786,11,1440
301,"2020-10-09","SAW1","20.53","98.19",3422,62,0,276107,"1148.02",291,1130,17,1440
302,"2020-10-09","SAW2","48.46","92.15",5374,422,0,12562,"742.12",697,742,0,1440
303,"2020-10-09","SAW3","33.53","98.34",2886,48,0,10646,"966.87",473,938,28,1440
304,"2020-10-10","SAW1","27.67","96.03",5016,199,0,8905,"1042.35",397,1039,2,1440
305,"2020-10-10","SAW2","26.84","91.43",7144,612,0,6027,"1053.55",386,1053,0,1440
306,"2020-10-10","SAW3","17.01","99.49",2373,12,0,2327,"1195.08",244,1195,0,1440
307,"2020-10-11","SAW1","20.85","100",3420,0,0,5340,"1139.78",300,1139,0,1440
308,"2020-10-11","SAW2","10.42","93.45",3008,197,279,2701,"1289.95",150,1289,0,1440
309,"2020-10-11","SAW3","19.65","100",2318,0,2,3766,"1157.08",282,1157,0,1440
310,"2020-10-12","SAW1","54.24","98.12",8040,151,0,39003,"658.88",781,658,0,1440
311,"2020-10-12","SAW2","41.07","48.58",706,363,0,10645,"848.62",591,848,0,1440
312,"2020-10-12","SAW3","11.6","100",3243,0,29,3613,"1275.08",164,1256,18,1440
313,"2020-10-13","SAW1","35.54","99.28",6846,49,1,28130,"928.65",511,927,1,1440
314,"2020-10-13","SAW2","28.44","97.18",7944,224,0,4918,"1030.43",409,1030,0,1440
315,"2020-10-13","SAW3","16.25","99.41",3062,18,17,2722,"1208.63",231,1192,15,1440
316,"2020-10-14","SAW1","19.84","100",4490,0,1,14536,"1154.27",285,1154,0,1440
317,"2020-10-14","SAW2","36.11","100",4760,0,4,9252,"1008.43",431,763,244,1440
318,"2020-10-14","SAW3","22.21","100",2004,0,0,22175,"1122.47",317,1112,10,1440
319,"2020-10-15","SAW1","36.93","94.96",6543,330,0,16201,"915.9",524,894,21,1440
320,"2020-10-15","SAW2","25.03","95.55",4026,179,1,3466,"1088.35",351,1053,35,1440
321,"2020-10-15","SAW3","32.93","99.3",1423,10,0,32116,"981.2",458,934,46,1440
322,"2020-10-16","SAW1","37.25","94.19",5282,307,0,36726,"909.12",530,894,14,1440
323,"2020-10-16","SAW2","23.57","97.56",4216,103,0,3044,"1121.65",318,1032,89,1440
324,"2020-10-16","SAW3","19.13","99.7",3304,10,0,5029,"1172.07",267,1133,39,1440
325,"2020-10-17","SAW1","37.46","85.11",4861,724,0,42873,"907.75",532,888,19,1440
326,"2020-10-17","SAW2","17.43","92.49",2968,223,0,2323,"1188.98",251,1188,0,1440
327,"2020-10-17","SAW3","26.26","91.53",4547,385,0,11337,"1067.33",372,1046,21,1440
328,"2020-10-18","SAW1","59.08","93.46",4860,318,0,68820,"589.23",850,589,0,1440
329,"2020-10-18","SAW2","33.28","96.59",8706,297,0,4679,"969.82",470,942,27,1440
330,"2020-10-18","SAW3","22.03","100",3848,0,0,9417,"1130.45",309,1095,35,1440
331,"2020-10-19","SAW1","27.17","100",49640,3,0,74195,"1048.68",391,1048,0,1440
332,"2020-10-19","SAW2","42.59","94.78",5135,268,0,10872,"828.63",611,824,4,1440
333,"2020-10-19","SAW3","21.25","100",3002,0,0,8920,"1146.78",293,1086,60,1440
334,"2020-10-20","SAW1","40.21","100",1891,12,0,497620,"913.77",526,782,131,1440
335,"2020-10-20","SAW2","39.61","99.63",8988,33,540,10862,"869.65",570,869,0,1440
336,"2020-10-20","SAW3","51.21","100",62093,0,0,21827,"722.55",717,683,38,1440
337,"2020-10-21","SAW1","37.77","94.92",5179,263,1,22231,"899.65",540,890,9,1440
338,"2020-10-21","SAW2","31.44","100",7344,0,0,8149,"987.28",452,987,0,1440
339,"2020-10-21","SAW3","8.68","100",1319,0,0,3802,"1315.03",124,1315,0,1440
340,"2020-10-22","SAW1","30.99","100",1500,0,0,5346,"994.52",445,991,2,1440
341,"2020-10-22","SAW2","21.08","88.38",2581,300,0,5270,"1147.25",292,1096,51,1440
342,"2020-10-22","SAW3","14.16","94.71",378,20,0,6012,"1242.38",197,1197,44,1440
343,"2020-10-23","SAW1","31.06","100",6013,0,0,5363,"993.12",446,991,1,1440
344,"2020-10-23","SAW2","32.2","92.85",3524,252,0,8346,"976.32",463,976,0,1440
345,"2020-10-23","SAW3","14.71","100",3913,0,0,6445,"1228.15",211,1228,0,1440
346,"2020-10-24","SAW1","36.47","100",3538,0,0,6301,"914.88",525,914,0,1440
347,"2020-10-24","SAW2","14.22","98.32",2379,40,0,3559,"1281.85",158,953,328,1440
348,"2020-10-24","SAW3","26.09","100",871,0,0,11429,"1064.32",375,1064,0,1440
349,"2020-10-25","SAW1","40.61","100",4148,0,0,6977,"858.58",581,850,8,1440
350,"2020-10-25","SAW2","34.27","95.49",6813,307,1,8784,"1027.43",412,791,236,1440
351,"2020-10-25","SAW3","24.71","100",10819,0,0,10296,"1101.57",338,1031,70,1440
352,"2020-10-26","SAW1","45.24","100",7566,0,0,7805,"789.6",650,787,2,1440
353,"2020-10-26","SAW2","46.31","99.45",13338,74,0,3399,"828.88",611,708,120,1440
354,"2020-10-26","SAW3","27.69","100",6568,0,0,11824,"1051.35",388,1014,36,1440
355,"2020-10-27","SAW1","38.48","96.58",5356,183,0,6287,"916.08",523,837,78,1440
356,"2020-10-27","SAW2","33","100",3332,0,0,3930,"1003.35",436,886,116,1440
357,"2020-10-27","SAW3","14.11","100",3797,0,0,4911,"1236.85",203,1236,0,1440
358,"2020-10-28","SAW1","22.87","98.92",4634,50,0,3952,"1110.68",329,1110,0,1440
359,"2020-10-28","SAW2","23.07","95.29",5417,255,0,2561,"1155.47",284,949,206,1440
360,"2020-10-28","SAW3","6.7","100",1089,0,1653,1096,"1343.85",96,1339,4,1440
361,"2020-10-29","SAW1","30.5","100",5609,0,0,5850,"1000.82",439,1000,0,1440
362,"2020-10-29","SAW2","39.77","96.75",16870,549,0,7284,"903.58",536,812,91,1440
363,"2020-10-29","SAW3","21.44","100",3254,0,0,8115,"1141.9",298,1092,49,1440
364,"2020-10-30","SAW1","33.73","100",3944,0,0,6556,"954.35",485,954,0,1440
365,"2020-10-30","SAW2","27.83","96.85",11691,368,0,6377,"1039.18",400,1039,0,1440
366,"2020-10-30","SAW3","12.65","100",2303,0,0,285125,"1259.88",180,1243,16,1440
367,"2020-10-31","SAW1","2.19","100",36,0,0,30,"1437.77",2,99,1338,1440
368,"2020-10-31","SAW2","41.35","100",8260,0,30,6803,"1131.68",308,437,694,1440
369,"2020-10-31","SAW3","2.22","100",144,0,0,21925,"1426.15",13,608,817,1440
370,"2020-11-01","SAW1","35.74","100",3096,0,0,2988,"1218.65",221,398,820,1440
371,"2020-11-01","SAW2","35.32","96.98",8987,271,0,7876,"948",492,901,46,1440
372,"2020-11-01","SAW3","21.96","100",3402,0,0,474979,"1139.95",300,1066,73,1440
373,"2020-11-02","SAW1","47.25","97.86",3928,84,0,6545,"759.65",680,759,0,1440
374,"2020-11-02","SAW2","39.78","93.23",7978,540,60,3831,"867.17",572,867,0,1440
375,"2020-11-02","SAW3","14.17","100",3160,0,0,304166,"1238.72",201,1219,19,1440
376,"2020-11-03","SAW1","34.28","98.64",4986,68,0,6589,"951.95",488,935,16,1440
377,"2020-11-03","SAW2","21.22","93.3",7430,498,90,6040,"1134.42",305,1134,0,1440
378,"2020-11-03","SAW3","18.03","100",5630,0,0,6609,"1191.65",248,1128,62,1440
379,"2020-11-04","SAW1","33.4","98.66",1198,16,0,6593,"983.62",456,910,73,1440
380,"2020-11-04","SAW2","33.19","96.49",12900,453,240,6330,"975.5",464,935,40,1440
381,"2020-11-04","SAW3","15.85","97.83",1986,43,0,2589,"1212.92",227,1205,7,1440
382,"2020-11-05","SAW1","35.31","100",6550,0,0,7504,"939.73",500,916,23,1440
383,"2020-11-05","SAW2","33.18","96.47",9054,320,1925,28375,"967.08",472,952,14,1440
384,"2020-11-05","SAW3","17.28","100",2203,0,0,2722,"1201.22",238,1142,58,1440
385,"2020-11-06","SAW1","29.51","100",6408,0,0,6341,"1017.3",422,1009,7,1440
386,"2020-11-06","SAW2","29.55","96.39",8485,306,30,25529,"1014.52",425,1014,0,1440
387,"2020-11-06","SAW3","23.76","100",3633,0,49,4790,"1104.7",335,1075,28,1440
388,"2020-11-07","SAW1","20.91","100",2544,0,0,4502,"1139.87",300,1135,4,1440
389,"2020-11-07","SAW2","17.83","87.07",2675,346,18,1691,"1189.52",250,1154,35,1440
390,"2020-11-07","SAW3","17.36","100",1163,0,0,3489,"1195.18",244,1165,29,1440
391,"2020-11-08","SAW1","23.26","98.85",3833,44,0,5023,"1105.12",334,1105,0,1440
392,"2020-11-08","SAW2","30.94","100",7610,0,18,9589,"996.07",443,990,5,1440
393,"2020-11-08","SAW3","16.05","100",1634,0,0,3253,"1211.72",228,1193,17,1440
394,"2020-11-09","SAW1","5.95","89.76",576,59,0,1286,"1354.28",85,1354,0,1440
395,"2020-11-09","SAW2","24.65","95.04",4351,216,0,4784,"1191.17",248,760,430,1440
396,"2020-11-09","SAW3","16.88","100",859,0,0,3429,"1199.4",240,1184,14,1440
397,"2020-11-10","SAW1","27.07","94.9",5134,262,0,4508,"1053.58",386,1041,12,1440
398,"2020-11-10","SAW2","27.08","74.81",3581,902,0,5951,"1049.98",390,1049,0,1440
399,"2020-11-10","SAW3","6.91","100",1020,0,0,1074,"1340.52",99,1340,0,1440
400,"2020-11-11","SAW1","35.11","98.55",5732,83,0,5327,"946.72",493,911,35,1440
401,"2020-11-11","SAW2","45.41","96.81",14531,464,0,4519,"793.75",646,776,16,1440
402,"2020-11-11","SAW3","8.9","100",729,0,0,1080,"1315.93",124,1269,46,1440
403,"2020-11-12","SAW1","2.92","100",468,0,0,453,"1398.07",41,1394,3,1440
404,"2020-11-12","SAW2","37.28","93.76",5080,317,0,3584,"909.03",530,893,15,1440
405,"2020-11-12","SAW3","29.75","100",3692,0,0,5902,"1022.77",417,985,37,1440
406,"2020-11-13","SAW1","0.11","100",18,0,0,23,"1438.42",1,1438,0,1440
407,"2020-11-13","SAW2","36.88","99.41",5594,33,18,6144,"922.23",517,886,36,1440
408,"2020-11-13","SAW3","17.77","100",2488,0,152,1202,"1189.48",250,1158,30,1440
409,"2020-11-14","SAW1","11.86","100",2340,0,0,2522,"1271.87",168,1249,22,1440
410,"2020-11-14","SAW2","34.48","93.95",7251,439,0,8937,"943.5",496,943,0,1440
411,"2020-11-14","SAW3","21.33","100",2523,0,0,1446,"1138.67",301,1111,27,1440
412,"2020-11-15","SAW1","29.93","100",6224,0,0,6464,"1009.07",430,1009,0,1440
413,"2020-11-15","SAW2","33.72","100",8078,0,30,3262,"954.42",485,954,0,1440
414,"2020-11-15","SAW3","28.28","100",2983,0,0,2380,"1043.38",396,1005,37,1440
415,"2020-11-16","SAW1","33.12","100",6782,0,0,6466,"963.05",476,963,0,1440
416,"2020-11-16","SAW2","36.65","58.16",2770,1159,0,6332,"912.3",527,912,0,1440
417,"2020-11-16","SAW3","5.66","100",588,0,0,460,"1363.37",76,1276,86,1440
418,"2020-11-17","SAW1","33.22","99.58",7110,30,162,4480,"961.58",478,961,0,1440
419,"2020-11-17","SAW2","46.12","99.46",15627,85,930,16386,"791.35",648,757,33,1440
420,"2020-11-17","SAW3","0.95","0",0,0,0,113,"1426.7",13,1387,38,1440
421,"2020-11-18","SAW1","35.3","99.85",7980,12,0,4575,"931.62",508,931,0,1440
422,"2020-11-18","SAW2","33.69","100",11844,0,0,8733,"954.83",485,954,0,1440
423,"2020-11-18","SAW3","0.71","0",0,0,0,61,"1429.72",10,1429,0,1440
424,"2020-11-19","SAW1","18.19","99.77",3510,8,0,2357,"1178.08",261,1178,0,1440
425,"2020-11-19","SAW2","38.45","100",10072,0,0,13887,"893.32",546,874,18,1440
426,"2020-11-19","SAW3","0.63","0",0,0,0,42,"1430.98",9,1430,0,1440
427,"2020-11-20","SAW1","24.57","90.31",3334,323,0,4714,"1093.72",346,1062,30,1440
428,"2020-11-20","SAW2","45.41","97.28",11430,311,90,5940,"787.43",652,784,2,1440
429,"2020-11-20","SAW3","10.23","100",1463,0,0,892,"1294.77",145,1274,20,1440
430,"2020-11-21","SAW1","26.05","100",279,0,0,5065,"1064.83",375,1064,0,1440
431,"2020-11-21","SAW2","29.15","99.81",10290,20,0,3148,"1020.23",419,1020,0,1440
432,"2020-11-21","SAW3","9.19","100",1977,0,0,794,"1307.63",132,1307,0,1440
433,"2020-11-22","SAW1","38.94","100",4733,0,0,7299,"899.37",540,847,51,1440
434,"2020-11-22","SAW2","19.38","90.94",1159,105,0,2094,"1160.87",279,1160,0,1440
435,"2020-11-22","SAW3","18.33","100",2870,0,0,1539,"1183.58",256,1142,40,1440
436,"2020-11-23","SAW1","40.8","100",6589,0,0,8063,"864.45",575,835,29,1440
437,"2020-11-23","SAW2","22.38","97.59",3109,75,0,2210,"1139.12",300,1043,95,1440
438,"2020-11-23","SAW3","19.74","100",2199,0,0,1382,"1176.92",263,1069,107,1440
439,"2020-11-24","SAW1","49.64","98.36",6809,112,0,10698,"726.8",713,723,3,1440
440,"2020-11-24","SAW2","13.5","78.11",1092,239,0,1448,"1245.62",194,1245,0,1440
441,"2020-11-24","SAW3","18.49","86.49",1236,167,80,1589,"1175.17",264,1167,7,1440
442,"2020-11-25","SAW1","54.12","100",10062,0,0,11669,"662.07",777,659,2,1440
443,"2020-11-25","SAW2","48.36","97.41",12688,329,52,12111,"743.65",696,743,0,1440
444,"2020-11-25","SAW3","26.84","100",3028,0,0,3557,"1059.47",380,1037,22,1440
445,"2020-11-26","SAW1","42.56","100",8586,0,0,9194,"827.07",612,827,0,1440
446,"2020-11-26","SAW2","41.66","100",14068,0,450,5317,"926.48",513,718,207,1440
447,"2020-11-26","SAW3","29.33","100",10971,0,0,2658,"1029.43",410,989,40,1440
448,"2020-11-27","SAW1","45.19","100",9090,0,0,9760,"789.32",650,789,0,1440
449,"2020-11-27","SAW2","34.28","99.65",10982,38,0,4937,"946.35",493,946,0,1440
450,"2020-11-27","SAW3","19.71","100",3402,0,0,3378,"1166.92",273,1112,54,1440
451,"2020-11-28","SAW1","40.81","100",4158,0,0,8810,"852.68",587,851,0,1440
452,"2020-11-28","SAW2","30.32","88.3",7686,899,0,4366,"1003.38",436,1003,0,1440
453,"2020-11-28","SAW3","16.74","100",1442,0,0,1374,"1238.33",201,1003,235,1440
454,"2020-11-29","SAW1","36.13","100",6156,0,0,7804,"919.75",520,919,0,1440
455,"2020-11-29","SAW2","33.15","96.55",3039,105,126,3432,"997.13",442,893,103,1440
456,"2020-11-29","SAW3","27.24","100",5338,0,0,4104,"1052.68",387,1034,18,1440
457,"2020-11-30","SAW1","25.14","99.04",3654,35,0,4707,"1126.22",313,934,192,1440
458,"2020-11-30","SAW2","59.56","99.89",13588,15,90,19450,"697.8",742,503,193,1440
459,"2020-11-30","SAW3","23.82","100",2891,0,240,1835,"1150.25",289,926,223,1440
460,"2020-12-01","SAW1","30.55","100",2160,0,0,3140,"1230.67",209,475,754,1440
461,"2020-12-01","SAW2","29.87","61.98",1131,430,0,2047,"1235.33",204,480,754,1440
462,"2020-12-01","SAW3","24.86","100",3153,0,0,815,"1285.05",154,468,816,1440
463,"2020-12-02","SAW1","34.57","100",7758,0,0,7442,"943.85",496,938,4,1440
464,"2020-12-02","SAW2","45.66","100",10255,0,0,11835,"782.48",657,782,0,1440
465,"2020-12-02","SAW3","21.69","100",5908,0,0,2516,"1137.5",302,1091,45,1440
466,"2020-12-03","SAW1","44.41","99.3",8766,61,0,9593,"800.47",639,800,0,1440
467,"2020-12-03","SAW2","38.51","99.49",8349,43,0,9700,"901.13",538,860,40,1440
468,"2020-12-03","SAW3","26.56","100",5828,0,0,3739,"1086.87",353,976,110,1440
469,"2020-12-04","SAW1","54.22","99.15",8304,71,0,7437,"674.88",765,646,28,1440
470,"2020-12-04","SAW2","33.23","87.78",4999,611,0,3540,"969.08",470,946,22,1440
471,"2020-12-04","SAW3","23.08","100",1874,0,0,2925,"1116.22",323,1079,36,1440
472,"2020-12-05","SAW1","41.67","96.31",5010,185,0,5401,"839.9",600,839,0,1440
473,"2020-12-05","SAW2","40.58","99.13",10333,90,10,4485,"855.65",584,855,0,1440
474,"2020-12-05","SAW3","18.77","100",2137,0,0,2175,"1180.25",259,1124,56,1440
475,"2020-12-06","SAW1","22.05","100",3906,0,0,2854,"1122.92",317,1121,1,1440
476,"2020-12-06","SAW2","24.89","95.58",5427,240,0,4808,"1081.65",358,1081,0,1440
477,"2020-12-06","SAW3","23.55","99.26",2717,20,0,3213,"1101.75",338,1098,3,1440
478,"2020-12-07","SAW1","24.35","100",4158,0,0,3152,"1089.8",350,1088,1,1440
479,"2020-12-07","SAW2","50.5","98.66",16749,224,60,43628,"712.87",727,712,0,1440
480,"2020-12-07","SAW3","21.59","100",2042,0,0,2827,"1142.47",297,1080,62,1440
481,"2020-12-08","SAW1","24.32","100",4140,0,0,3152,"1089.8",350,1089,0,1440
482,"2020-12-08","SAW2","34.22","100",13692,0,0,10642,"947.3",492,947,0,1440
483,"2020-12-08","SAW3","26.39","100",7468,0,0,2718,"1068.38",371,1036,32,1440
484,"2020-12-09","SAW1","51.14","100",10242,0,0,6627,"703.65",736,703,0,1440
485,"2020-12-09","SAW2","39.9","99.71",9369,27,0,12066,"881.37",558,841,39,1440
486,"2020-12-09","SAW3","28.75","100",5107,0,108,3429,"1026",414,1026,0,1440
487,"2020-12-10","SAW1","49.88","100",3876,0,0,6465,"721.67",718,721,0,1440
488,"2020-12-10","SAW2","35.71","93.45",6738,441,60,12750,"934.28",505,910,23,1440
489,"2020-12-10","SAW3","23.25","100",3093,0,19,2962,"1128.25",311,1029,99,1440
490,"2020-12-11","SAW1","45.28","100",9468,0,0,7902,"788.03",651,788,0,1440
491,"2020-12-11","SAW2","45.03","99.46",13766,75,0,38350,"800.83",639,780,20,1440
492,"2020-12-11","SAW3","24.11","98.16",3744,69,190,762,"1104.17",335,1057,47,1440
493,"2020-12-12","SAW1","34.31","98.72",6316,81,0,4507,"951.67",488,935,16,1440
494,"2020-12-12","SAW2","50","98.8",13770,165,120,42796,"726.73",713,713,13,1440
495,"2020-12-12","SAW3","18.12","99.82",2705,5,0,431,"1183.22",256,1160,23,1440
496,"2020-12-13","SAW1","45.72","100",5475,0,0,5925,"781.62",658,781,0,1440
497,"2020-12-13","SAW2","34.24","98.13",8884,166,60,7294,"958.18",481,925,32,1440
498,"2020-12-13","SAW3","22.61","100",3648,0,0,383,"1120.98",319,1091,29,1440
499,"2020-12-14","SAW1","38.44","99.47",7704,41,0,6408,"886.45",553,886,0,1440
500,"2020-12-14","SAW2","30.78","91.25",4309,377,0,17614,"996.82",443,996,0,1440
501,"2020-12-14","SAW3","24.66","99.65",3437,12,0,606,"1095.07",344,1053,41,1440
502,"2020-12-15","SAW1","42","99.34",6552,43,18,4602,"837.32",602,832,5,1440
503,"2020-12-15","SAW2","35.96","84.87",2671,404,35,3886,"923.37",516,920,3,1440
504,"2020-12-15","SAW3","24.94","98.62",4431,61,0,558,"1080.93",359,1080,0,1440
505,"2020-12-16","SAW1","37.11","97.77",3810,85,0,1499,"905.57",534,905,0,1440
506,"2020-12-16","SAW2","29.19","94.56",4357,237,0,3073,"1051.47",388,942,109,1440
507,"2020-12-16","SAW3","26.15","99.8",4442,9,228,1142,"1071.27",368,1041,30,1440
508,"2020-12-17","SAW1","32.2","96.39",2217,80,0,1727,"988.17",451,951,36,1440
509,"2020-12-17","SAW2","37.51","98.55",9586,139,0,4363,"899.83",540,899,0,1440
510,"2020-12-17","SAW3","26.71","99.31",3903,27,15,2891,"1059.38",380,1044,14,1440
511,"2020-12-18","SAW1","30.34","100",3482,0,0,2562,"1006.13",433,996,10,1440
512,"2020-12-18","SAW2","27.05","98.56",3611,52,0,2731,"1050.42",389,1050,0,1440
513,"2020-12-18","SAW3","21.51","93.96",1656,100,0,3487,"1137.25",302,1104,32,1440
514,"2020-12-19","SAW1","46.28","100",3570,0,0,4165,"773.62",666,773,0,1440
515,"2020-12-19","SAW2","21.41","92.91",1622,115,0,3028,"1131.67",308,1131,0,1440
516,"2020-12-19","SAW3","20.63","100",3822,0,0,3357,"1160.28",279,1076,84,1440
517,"2020-12-20","SAW1","27.21","100",2268,0,0,2430,"1051.22",388,1040,11,1440
518,"2020-12-20","SAW2","31.5","100",11148,0,0,12188,"986.33",453,986,0,1440
519,"2020-12-20","SAW3","20.58","100",4230,0,0,3460,"1151.63",288,1112,38,1440
520,"2020-12-21","SAW1","30.41","99.98",5082,1,0,5518,"1002.08",437,1002,0,1440
521,"2020-12-21","SAW2","22.97","95.61",4600,202,0,4423,"1109.25",330,1109,0,1440
522,"2020-12-21","SAW3","26.5","100",3560,0,0,4513,"1063.9",376,1043,20,1440
523,"2020-12-22","SAW1","30.61","97.79",2718,60,0,2868,"999.18",440,999,0,1440
524,"2020-12-22","SAW2","24.22","81.66",1145,210,0,3756,"1091.18",348,1091,0,1440
525,"2020-12-22","SAW3","19.48","100",4372,0,0,3324,"1163",277,1145,17,1440
526,"2020-12-23","SAW1","18.01","100",1226,0,0,1683,"1182.05",257,1174,7,1440
527,"2020-12-23","SAW2","28.99","86.27",2994,411,0,3200,"1022.57",417,1022,0,1440
528,"2020-12-23","SAW3","28.74","100",6181,0,0,6644,"1032.35",407,1010,21,1440
529,"2020-12-24","SAW1","31.79","100",4908,0,0,2996,"982.27",457,982,0,1440
530,"2020-12-24","SAW2","33.09","89.97",4506,452,0,6615,"963.53",476,963,0,1440
531,"2020-12-24","SAW3","20.76","99.25",3976,30,0,4994,"1142.35",297,1136,6,1440
532,"2020-12-25","SAW1","13.37","100",1140,0,0,1445,"1286.27",153,996,289,1440
533,"2020-12-25","SAW2","27.95","98.75",6393,80,0,5347,"1037.58",402,1037,0,1440
534,"2020-12-25","SAW3","19.47","100",4577,0,0,3487,"1164.4",275,1139,24,1440
535,"2020-12-26","SAW1","15.83","100",900,0,0,1432,"1333.92",106,564,769,1440
536,"2020-12-26","SAW2","22.21","100",8055,0,0,7113,"1120.12",319,1120,0,1440
537,"2020-12-26","SAW3","24.46","100",3268,0,0,2684,"1093.83",346,1069,24,1440
538,"2020-12-27","SAW1","0.21","0",0,0,0,39,"1437.1",2,1377,59,1440
539,"2020-12-27","SAW2","35.1","100",2946,0,0,4067,"1259.23",180,334,925,1440
540,"2020-12-27","SAW3","23.31","99.77",879,2,0,3423,"1154.72",285,938,215,1440
541,"2020-12-28","SAW1","0.22","100",18,0,0,38,"1437.17",2,1297,139,1440
542,"2020-12-28","SAW2","100","0",0,0,0,2,"1439.93",0,0,1439,1440
543,"2020-12-28","SAW3","16.67","0",0,0,0,1,"1439.92",0,0,1439,1440
544,"2020-12-29","SAW1","88.07","100",18,0,0,8,"1438.4",1,0,1438,1440
545,"2020-12-29","SAW2","93.99","0",0,0,0,38,"1437.92",2,0,1437,1440
546,"2020-12-29","SAW3","100","0",0,0,0,1,"1439.93",0,0,1439,1440
547,"2020-12-30","SAW1","0","0",0,0,18,0,"1439.95",0,1201,238,1440
548,"2020-12-30","SAW2","100","100",72,0,0,18,"1438.98",1,0,1438,1440
549,"2020-12-30","SAW3","100","0",0,0,0,2,"1439.88",0,0,1439,1440
550,"2020-12-31","SAW1","0","0",0,0,0,0,"1440",0,1440,0,1440
551,"2020-12-31","SAW2","100","0",0,0,0,0,"1440",0,0,1440,1440
552,"2020-12-31","SAW3","100","0",0,0,0,0,"1440",0,0,1440,1440
